# galaxy  weak scaling, 1 gpu full
# cores bodies, gpu time, seq time
1 62 1.298979 0.285094
2 124 2.066446 0.677781
3 186 2.865682 1.971592
4 248 3.644995 2.579711
5 310 4.557566 3.488971
6 372 5.422881 5.422471
7 434 6.410719 7.818841
8 496 7.176359 10.683007
9 558 8.387840 13.868992
10 620 9.266558 17.558581
11 682 10.581148 21.635969
12 744 11.456526 26.159768
13 806 12.940157 30.812962
14 868 13.836093 36.537935
15 930 15.292985 42.092107
16 992 16.278076 48.602108
