# galaxy weak scaling 50%GPU
1 62 1.263755
2 124 2.128659
3 186 4.166630
4 248 6.435624
5 310 10.210145
6 372 12.291800
7 434 17.226128
8 496 20.075192
9 558 26.868837
10 620 29.997360
11 682 36.264481
12 744 42.166220
13 806 49.360670
14 868 56.670755
15 930 64.447889
16 992 71.712186
