# galaxy  weak scaling, 100% CPU
1 62 0.316502
2 124 3.614892
3 186 4.708384
4 248 8.189913
5 310 12.304357
6 372 17.694814
7 434 23.658034
8 496  31.046898
9 558 39.199465
10 620 48.390652
11 682 58.475598
12 744 69.640579
13 806 81.199981
14 868 94.068889
15 930 107.512481
16 992 122.059996
