# galaxy strong scaling, 50% GPU, 1001 bodies
1 83.151153
2 73.924655
3 73.851747
4 73.447770
5 73.174387
6 72.950594
7 72.568656
8 71.919047
9 69.860475
10 69.760583
11 69.684796
12 69.415637
13 69.318090
14 69.272882
15 69.263173
16 54.631562
